code,name,lat,long,tambon,amphoe,province,provinceEng,basin,region,regionEng,station_type
STH030,ทต.ยะรัง,6.7641648,101.3006336,ยะรัง,ยะรัง,ปัตตานี,Pattani,ภาคใต้ฝั่งตะวันออก,ภาคใต้,South,R
STH025,สำนักงานเกษตรอำเภอเจาะไอร้อง,6.2241992,101.8110336,จวบ,เจาะไอร้อง,นราธิวาส,Narathiwat,ภาคใต้ฝั่งตะวันออก,ภาคใต้,South,R
STH003,ที่ว่าการอำเภอรามัน,6.4789992,101.424064,กายูบอเกาะ,รามัน,ยะลา,Yala,ภาคใต้ฝั่งตะวันออก,ภาคใต้,South,R
STH008,ที่ว่าการอำเภอกาบัง,6.4270476,101.0193152,กาบัง,กาบัง,ยะลา,Yala,ภาคใต้ฝั่งตะวันออก,ภาคใต้,South,R
STH018,ที่ว่าการอำเภอกรงปินัง,6.4108896,101.273632,สะเอะ,กรงปินัง,ยะลา,Yala,แม่น้ำปัตตานี,ภาคใต้,South,R
STH026,ที่ว่าการอำเภอจะแนะ,6.0984256,101.6939904,จะแนะ,จะแนะ,นราธิวาส,Narathiwat,ภาคใต้ฝั่งตะวันออก,ภาคใต้,South,R
STH004,สถานีตำรวจภูธรกะพ้อ,6.5601144,101.5340864,กะรุบี,กะพ้อ,ปัตตานี,Pattani,ภาคใต้ฝั่งตะวันออก,ภาคใต้,South,R
STH006,อบต.บานา,6.8912312,101.2647424,บานา,เมืองปัตตานี,ปัตตานี,Pattani,ภาคใต้ฝั่งตะวันออก,ภาคใต้,South,R
WAN001,สามเงา,17.260568,99.0780032,วังหมัน,สามเงา,ตาก,Tak,แม่น้ำวัง,ภาคเหนือ,North,W
PIN005,เก้าเลี้ยว,15.8505744,100.052032,หัวดง,เก้าเลี้ยว,นครสวรรค์,Nakhon Sawan,แม่น้ำปิง,ภาคเหนือ,North,W
YOM005,ศรีสัชนาลัย,17.5171504,99.7587584,หาดเสี้ยว,ศรีสัชนาลัย,สุโขทัย,Sukhothai,แม่น้ำยม,ภาคเหนือ,North,W
PIN004,ขาณุวรลักษบุรี,16.0647808,99.8603072,ป่าพุทรา,ขาณุวรลักษบุรี,กำแพงเพชร,Kamphaeng Phet,แม่น้ำปิง,ภาคเหนือ,North,W
MUN002,เฉลิมพระเกียรติ,14.9679984,102.2378816,หนองยาง,เฉลิมพระเกียรติ,นครราชสีมา,Nakhon Ratchasima,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,W
NAN005,แม่น้ำเข็ก (ว้งทอง),16.855008,100.6668032,วังนกแอ่น,วังทอง,พิษณุโลก,Phitsanulok,แม่น้ำน่าน,ภาคเหนือ,North,W
MUN003,ชุมพวง,15.2870016,102.6846784,ท่าลาด,ชุมพวง,นครราชสีมา,Nakhon Ratchasima,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,W
NAN003,เมืองน่าน,18.7380144,100.7560896,ท่าน้าว,ภูเพียง,น่าน,Nan,แม่น้ำน่าน,ภาคเหนือ,North,W
YOM007,กงไกรลาศ,16.927288,99.9594112,กง,กงไกรลาศ,สุโขทัย,Sukhothai,แม่น้ำยม,ภาคเหนือ,North,W
CHI003,เมืองชัยภูมิ,15.6816048,102.0095232,บ้านค่าย,เมืองชัยภูมิ,ชัยภูมิ,Chaiyaphum,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,Northeast,W
CHI006,เมืองขอนแก่น,16.325944,102.7859904,ท่าพระ,เมืองขอนแก่น,ขอนแก่น,Khon Kaen,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,Northeast,W
WAN002,แม่พริก,17.4452128,99.12896,แม่พริก,แม่พริก,ลำปาง,Lampang,แม่น้ำวัง,ภาคเหนือ,North,W
TPI001,พุนพิน 1,9.1312432,99.2587904,ท่าข้าม,พุนพิน,สุราษฎร์ธานี,Surat Thani,แม่น้ำตาปี,ภาคใต้,South,W
PAT001,บันนังสตา,6.262154,101.2682816,บันนังสตา,บันนังสตา,ยะลา,Yala,แม่น้ำปัตตานี,ภาคใต้,South,W
NAN002,ภูเพียง,18.859704,100.817184,เมืองจัง,ภูเพียง,น่าน,Nan,แม่น้ำน่าน,ภาคเหนือ,North,W
YOM009,โพธิ์ประทับช้าง,16.3107888,100.2717632,โพธิ์ประทับช้าง,โพธิ์ประทับช้าง,พิจิตร,Phichit,แม่น้ำยม,ภาคเหนือ,North,W
YOM008,บางระกำ,16.708176,100.1718272,บางระกำ,บางระกำ,พิษณุโลก,Phitsanulok,แม่น้ำยม,ภาคเหนือ,North,W
NPI001,ท่าศาลา,8.786932,99.9112832,สระแก้ว,ท่าศาลา,นครศรีธรรมราช,Nakhon Si Thammarat,ภาคใต้ฝั่งตะวันออก,ภาคใต้,South,W
MUN005,ราษีไศล,15.3395504,104.152352,เมืองคง,ราษีไศล,ศรีสะเกษ,Sisaket,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,W
NPI002,นบพิตำ,8.7200192,99.79616,สระแก้ว,ท่าศาลา,นครศรีธรรมราช,Nakhon Si Thammarat,ภาคใต้ฝั่งตะวันออก,ภาคใต้,South,W
PAT002,เมืองยะลา,6.675238,101.2863936,ตาเซะ,เมืองยะลา,ยะลา,Yala,แม่น้ำปัตตานี,ภาคใต้,South,W
NAN006,บางกระทุ่ม,16.5804544,100.2386304,โคกสลุด,บางกระทุ่ม,พิษณุโลก,Phitsanulok,แม่น้ำน่าน,ภาคเหนือ,North,W
SLA001,หาดใหญ่,6.9801272,100.463232,คอหงส์,หาดใหญ่,สงขลา,Songkhla,ทะเลสาบสงขลา,ภาคใต้,South,W
CHI010,มหาชนะชัย,15.5248336,104.2497472,ฟ้าหยาด,มหาชนะชัย,ยโสธร,Yasothon,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,Northeast,W
CHI011,เขื่องใน,15.3224688,104.5465216,เขื่องใน,เขื่องใน,อุบลราชธานี,Ubon Ratchathani,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,Northeast,W
NAN007,ตะพานหิน,16.270416,100.4139904,งิ้วราย,ตะพานหิน,พิจิตร,Phichit,แม่น้ำน่าน,ภาคเหนือ,North,W
SLA002,คลองหอยโข่ง,6.9312104,100.4398464,ทุ่งลาน,คลองหอยโข่ง,สงขลา,Songkhla,ทะเลสาบสงขลา,ภาคใต้,South,W
NAN004,พิชัย,17.2943984,100.0828224,ในเมือง,พิชัย,อุตรดิตถ์,Uttaradit,แม่น้ำน่าน,ภาคเหนือ,North,W
TPI003,พุนพิน 3,8.9867944,99.2112832,ท่าสะท้อน,พุนพิน,สุราษฎร์ธานี,Surat Thani,แม่น้ำตาปี,ภาคใต้,South,W
TPI005,เวียงสระ,8.5710592,99.2539456,ทุ่งหลวง,เวียงสระ,สุราษฎร์ธานี,Surat Thani,แม่น้ำตาปี,ภาคใต้,South,W
MUN006,วารินชำราบ,15.2055568,104.8138816,คำน้ำแซบ,วารินชำราบ,อุบลราชธานี,Ubon Ratchathani,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,W
TPI004,ท่าขนอม,9.0294048,98.9696384,ท่าขนอน,คีรีรัฐนิคม,สุราษฎร์ธานี,Surat Thani,แม่น้ำตาปี,ภาคใต้,South,W
PIN002,เมืองตาก,16.786512,99.183968,ประดาง,วังเจ้า,ตาก,Tak,แม่น้ำปิง,ภาคเหนือ,North,W
SLA003,สะเดา,6.7966488,100.4423872,ท่าโพธิ์,สะเดา,สงขลา,Songkhla,ทะเลสาบสงขลา,ภาคใต้,South,W
YOM001,ปง,19.1481808,100.277504,ปง,ปง,พะเยา,Phayao,แม่น้ำยม,ภาคเหนือ,North,W
SKM001,อากาศอำนวย,17.77756,104.0149632,โพนงาม,อากาศอำนวย,สกลนคร,Sakon Nakhon,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,Northeast,W
PIN003,สะพานลานดอกไม้,16.6282096,99.432608,ลานดอกไม้,เมืองกำแพงเพชร,กำแพงเพชร,Kamphaeng Phet,แม่น้ำปิง,ภาคเหนือ,North,W
TPI002,พุนพิน 2,9.0857768,99.1700416,หนองไทร,พุนพิน,สุราษฎร์ธานี,Surat Thani,แม่น้ำตาปี,ภาคใต้,South,W
SVI002,สวี 2,10.2033072,99.0435904,นาสัก,สวี,ชุมพร,Chumphon,ภาคใต้ฝั่งตะวันออก,ภาคใต้,South,W
CHI005,ชนบท,16.0969248,102.5700032,ชนบท,ชนบท,ขอนแก่น,Khon Kaen,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,Northeast,W
YOM004,เด่นชัย,18.0208064,100.058784,เด่นชัย,เด่นชัย,แพร่,Phrae,แม่น้ำยม,ภาคเหนือ,North,W
MDC006,คลองท่าดี,8.3997344,99.8331904,กำแพงเซา,เมืองนครศรีธรรมราช,นครศรีธรรมราช,Nakhon Si Thammarat,ภาคใต้ฝั่งตะวันออก,ภาคใต้,South,W
SVI001,สวี 1,10.2312464,99.098464,นาโพธิ์,สวี,ชุมพร,Chumphon,ภาคใต้ฝั่งตะวันออก,ภาคใต้,South,W
YOM003,หนองม่วงไข่,18.2659008,100.1770624,น้ำรัด,หนองม่วงไข่,แพร่,Phrae,แม่น้ำยม,ภาคเหนือ,North,W
YOM006,สวรรคโลก,17.201904,99.8638656,ท่าทอง,สวรรคโลก,สุโขทัย,Sukhothai,แม่น้ำยม,ภาคเหนือ,North,W
WAN003,เถิน,17.75176,99.230624,แม่ถอด,เถิน,ลำปาง,Lampang,แม่น้ำวัง,ภาคเหนือ,North,W
NAN001,ท่าวังผา,19.0961376,100.8026304,ท่าวังผา,ท่าวังผา,น่าน,Nan,แม่น้ำน่าน,ภาคเหนือ,North,W
NAN008,ชุมแสง,15.8692384,100.2648384,เกยไชย,ชุมแสง,นครสวรรค์,Nakhon Sawan,แม่น้ำน่าน,ภาคเหนือ,North,W
SKM003,บ้านม่วง,17.8215776,103.3870272,ห้วยหลัว,บ้านม่วง,สกลนคร,Sakon Nakhon,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,Northeast,W
MDC005,คลองนาท่อม,7.5588568,99.9875456,ร่มเมือง,เมืองพัทลุง,พัทลุง,Phatthalung,ทะเลสาบสงขลา,ภาคใต้,South,W
PIN001,บ้านตาก,17.0406128,99.0662656,ตากตก,บ้านตาก,ตาก,Tak,แม่น้ำปิง,ภาคเหนือ,North,W
WAN004,เกาะคา,18.1591488,99.384128,วังพร้าว,เกาะคา,ลำปาง,Lampang,แม่น้ำวัง,ภาคเหนือ,North,W
MDC001,ตลาดเก่าตะกั่วป่า,8.8294104,98.3692864,โคกเคียน,ตะกั่วป่า,พังงา,Phang Nga,ภาคใต้ฝั่งตะวันตก,ภาคใต้,South,W
YOM002,เชียงม่วน,18.9462176,100.258912,สระ,เชียงม่วน,พะเยา,Phayao,แม่น้ำยม,ภาคเหนือ,North,W
CHI001,บ้านเขว้า,15.9331184,101.6995264,ภูแลนคา,บ้านเขว้า,ชัยภูมิ,Chaiyaphum,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,Northeast,W
ATG141,เหนือปตร.โพธิ์พระยา,14.5324448,100.1223104,โพธิ์พระยา,เมืองสุพรรณบุรี,สุพรรณบุรี,Suphan Buri,แม่น้ำท่าจีน,ภาคกลาง,Central,W
ATG131,เหนือปตร.ชลมาร์คพิจารณ์,14.7711808,100.0883712,สามชุก,สามชุก,สุพรรณบุรี,Suphan Buri,แม่น้ำท่าจีน,ภาคกลาง,Central,W
ATG182,ท้ายปตร.ช่องแค,15.1454816,100.4131904,พรหมนิมิต,ตาคลี,นครสวรรค์,Nakhon Sawan,แม่น้ำเจ้าพระยา,ภาคเหนือ,North,W
ATG132,ท้ายปตร.ชลมาร์คพิจารณ์,14.7706544,100.0882432,สามชุก,สามชุก,สุพรรณบุรี,Suphan Buri,แม่น้ำท่าจีน,ภาคกลาง,Central,W
ATG092,ท้ายปตร.พระอินทราชา,14.1437312,100.6207872,พยอม,วังน้อย,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
ATG121,เหนือปตร.ท่าโบสถ์,15.0542288,100.0115904,สามง่ามท่าโบสถ์,หันคา,ชัยนาท,Chainat,แม่น้ำท่าจีน,ภาคกลาง,Central,W
ATG072,ปตร.พระศรีศิลป์,14.3273104,100.8711296,หนองแค,หนองแค,สระบุรี,Saraburi,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
ATG091,เหนือปตร.พระอินทราชา,14.1440864,100.6214016,วังน้อย,วังน้อย,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
ATG101,ปตร.จุฬาลงกรณ์,13.9813744,100.6056896,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,Pathum Thani,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
ATG081,เหนือปตร.พระธรรมราชา,14.0777056,100.8920832,บึงน้ำรักษ์,ธัญบุรี,ปทุมธานี,Pathum Thani,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
ATG042,ท้ายปตร.มะขามเฒ่า-อู่ทอง,15.2223168,100.0623424,มะขามเฒ่า,วัดสิงห์,ชัยนาท,Chainat,แม่น้ำท่าจีน,ภาคกลาง,Central,W
ATG171,เหนือปตร.ผักไห่-เจ้าเจ็ด,14.4364368,100.3756224,บ้านใหญ่,ผักไห่,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
ATG181,เหนือปตร.ช่องแค,15.1462736,100.4129664,พรหมนิมิต,ตาคลี,นครสวรรค์,Nakhon Sawan,แม่น้ำเจ้าพระยา,ภาคเหนือ,North,W
ATG162,ท้ายปตร.ยางมณี,14.750368,100.4149696,พิกุลทอง,ท่าช้าง,สิงห์บุรี,Sing Buri,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
ATG052,ท้ายปตร.พระนารายน์,14.5566432,100.7620224,ท่าหลวง,ท่าเรือ,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,แม่น้ำป่าสัก,ภาคกลาง,Central,W
ATG051,เหนือปตร.พระนารายน์,14.558264,100.7620672,ท่าหลวง,ท่าเรือ,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,แม่น้ำป่าสัก,ภาคกลาง,Central,W
ATG161,เหนือปตร.ยางมณี,14.7510208,100.4145984,พิกุลทอง,ท่าช้าง,สิงห์บุรี,Sing Buri,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
ATG151,เหนือปตร.บางระจัน,14.9259632,100.275808,เชิงกลัด,บางระจัน,สิงห์บุรี,Sing Buri,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
ATG122,ท้ายปตร.ท่าโบสถ์,15.0535104,100.011744,สามง่ามท่าโบสถ์,หันคา,ชัยนาท,Chainat,แม่น้ำท่าจีน,ภาคกลาง,Central,W
ATG021,เหนือ ปตร.มโนรมย์,15.3304752,100.10336,วัดโคก,มโนรมย์,ชัยนาท,Chainat,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
ATG112,ท้ายปตร.มหาราช,15.161408,100.17264,บ้านกล้วย,เมืองชัยนาท,ชัยนาท,Chainat,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
ATG152,ท้ายปตร.บางระจัน,14.9251696,100.2758784,เชิงกลัด,บางระจัน,สิงห์บุรี,Sing Buri,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
ATG011,ปตร.พลเทพ,15.215888,100.0728384,หาดท่าเสา,เมืองชัยนาท,ชัยนาท,Chainat,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
ATG111,เหนือปตร.มหาราช,15.1589104,100.17328,บ้านกล้วย,เมืองชัยนาท,ชัยนาท,Chainat,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
ATG032,ท้ายปตร.บรมธาตุ,15.1578304,100.1528256,ชัยนาท,เมืองชัยนาท,ชัยนาท,Chainat,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
ATG031,เหนือปตร.บรมธาตุ,15.1581552,100.1534784,ชัยนาท,เมืองชัยนาท,ชัยนาท,Chainat,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
ATG082,ท้ายปตร.พระธรรมราชา,14.0763408,100.8939264,บึงน้ำรักษ์,ธัญบุรี,ปทุมธานี,Pathum Thani,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
ATG142,ท้ายปตร.โพธิ์พระยา,14.5318048,100.1224384,โพธิ์พระยา,เมืองสุพรรณบุรี,สุพรรณบุรี,Suphan Buri,แม่น้ำท่าจีน,ภาคกลาง,Central,W
PIN006,เมืองกำแพงเพชร (P7A),16.4781504,99.5186304,นครชุม,เมืองกำแพงเพชร,กำแพงเพชร,Kamphaeng Phet,แม่น้ำปิง,ภาคเหนือ,North,W
BKK012,คลองสำโรง บางเสาธง,13.5891008,100.802464,บางเสาธง,บางเสาธง,สมุทรปราการ,Samut Prakan,แม่น้ำบางปะกง,ภาคกลาง,Central,W
PAS002,เมืองเพชรบูรณ์,16.4479424,101.1701632,สะเดียง,เมืองเพชรบูรณ์,เพชรบูรณ์,Phetchabun,แม่น้ำป่าสัก,ภาคเหนือ,North,W
NAN010,น้ำปาด,17.790888,100.748992,บ้านฝาย,น้ำปาด,อุตรดิตถ์,Uttaradit,แม่น้ำน่าน,ภาคเหนือ,North,W
DIV003,คลองผันน้ำยม-น่าน3,17.2924928,100.077664,คอรุม,พิชัย,อุตรดิตถ์,Uttaradit,แม่น้ำน่าน,ภาคเหนือ,North,W
YOM010,เมืองแพร่,18.1337264,100.1245696,ป่าแมต,เมืองแพร่,แพร่,Phrae,แม่น้ำยม,ภาคเหนือ,North,W
CPY001,สะพานเดชาติวงศ์,15.6884576,100.123808,ปากน้ำโพ,เมืองนครสวรรค์,นครสวรรค์,Nakhon Sawan,แม่น้ำเจ้าพระยา,ภาคเหนือ,North,W
KWN001,นครไทย,17.1069856,100.8458816,นครไทย,นครไทย,พิษณุโลก,Phitsanulok,แม่น้ำน่าน,ภาคเหนือ,North,W
NAN013,วังทอง,16.8222416,100.4315712,วังทอง,วังทอง,พิษณุโลก,Phitsanulok,แม่น้ำน่าน,ภาคเหนือ,North,W
PAS003,หนองไผ่,16.1149728,101.0970752,นาเฉลียง,หนองไผ่,เพชรบูรณ์,Phetchabun,แม่น้ำป่าสัก,ภาคเหนือ,North,W
DIV005,ท่อทองแดง1,16.4971312,99.5196224,หนองปลิง,เมืองกำแพงเพชร,กำแพงเพชร,Kamphaeng Phet,แม่น้ำปิง,ภาคเหนือ,North,W
YOM012,เมืองสุโขทัย,17.0213024,99.8196864,ธานี,เมืองสุโขทัย,สุโขทัย,Sukhothai,แม่น้ำยม,ภาคเหนือ,North,W
NAN012,เมืองพิษณุโลก,16.8647568,100.244768,ปากโทก,เมืองพิษณุโลก,พิษณุโลก,Phitsanulok,แม่น้ำน่าน,ภาคเหนือ,North,W
PAS001,หล่มสัก,16.7814944,101.2467136,หล่มสัก,หล่มสัก,เพชรบูรณ์,Phetchabun,แม่น้ำป่าสัก,ภาคเหนือ,North,W
PAI001,เมืองแม่ฮ่องสอน,19.3670224,97.9666816,ปางหมู,เมืองแม่ฮ่องสอน,แม่ฮ่องสอน,Mae Hong Son,แม่น้ำสาละวิน,ภาคเหนือ,North,W
CHR001,เมืองเชียงราย,19.826312,99.7788864,ป่าอ้อดอนชัย,เมืองเชียงราย,เชียงราย,Chiang Rai,แม่น้ำกก,ภาคเหนือ,North,W
CHR003,แม่จัน,20.1575488,99.8596352,แม่จัน,แม่จัน,เชียงราย,Chiang Rai,แม่น้ำโขง,ภาคเหนือ,North,W
WAN005,เมืองลำปาง,18.3429888,99.5371136,ต้นธงชัย,เมืองลำปาง,ลำปาง,Lampang,แม่น้ำวัง,ภาคเหนือ,North,W
KWN002,วัดโบสถ์,16.99888,100.3265152,วัดโบสถ์,วัดโบสถ์,พิษณุโลก,Phitsanulok,แม่น้ำน่าน,ภาคเหนือ,North,W
CHM005,แม่แตง,19.122096,98.9444672,สันมหาพน,แม่แตง,เชียงใหม่,Chiang Mai,แม่น้ำปิง,ภาคเหนือ,North,W
CHM006,จอมทอง,18.4232,98.6981504,ข่วงเปา,จอมทอง,เชียงใหม่,Chiang Mai,แม่น้ำปิง,ภาคเหนือ,North,W
CHM001,สันทราย,19.0098048,98.959808,แม่แฝก,สันทราย,เชียงใหม่,Chiang Mai,แม่น้ำปิง,ภาคเหนือ,North,W
CHM007,ฝาง,19.856256,99.195488,แม่สูน,ฝาง,เชียงใหม่,Chiang Mai,แม่น้ำกก,ภาคเหนือ,North,W
CHM003,แม่อาย,20.060992,99.3620416,ท่าตอน,แม่อาย,เชียงใหม่,Chiang Mai,แม่น้ำกก,ภาคเหนือ,North,W
PAS004,วิเชียรบุรี,15.6558832,101.100768,ท่าโรง,วิเชียรบุรี,เพชรบูรณ์,Phetchabun,แม่น้ำป่าสัก,ภาคเหนือ,North,W
CHM002,ฮอด,18.1786064,98.6301824,หางดง,ฮอด,เชียงใหม่,Chiang Mai,แม่น้ำปิง,ภาคเหนือ,North,W
CHM004,เชียงดาว,19.3673104,98.9688832,เชียงดาว,เชียงดาว,เชียงใหม่,Chiang Mai,แม่น้ำปิง,ภาคเหนือ,North,W
NAN014,ตรอน,17.4183984,100.1307456,หาดสองแคว,ตรอน,อุตรดิตถ์,Uttaradit,แม่น้ำน่าน,ภาคเหนือ,North,W
PAI002,ปาย,19.373864,98.439744,เวียงเหนือ,ปาย,แม่ฮ่องสอน,Mae Hong Son,แม่น้ำสาละวิน,ภาคเหนือ,North,W
CHR004,แม่สรวย,19.652616,99.537888,แม่สรวย,แม่สรวย,เชียงราย,Chiang Rai,แม่น้ำกก,ภาคเหนือ,North,W
DIV002,คลองผันน้ำยม-น่าน2,16.953872,100.121248,ท่าช้าง,พรหมพิราม,พิษณุโลก,Phitsanulok,แม่น้ำยม,ภาคเหนือ,North,W
DIV004,คลองผันน้ำยม-น่าน4,16.6716608,100.2457856,งิ้วงาม,เมืองพิษณุโลก,พิษณุโลก,Phitsanulok,แม่น้ำยม,ภาคเหนือ,North,W
THA005,เมืองสุพรรณบุรี,14.4705184,100.114752,ท่าพี่เลี้ยง,เมืองสุพรรณบุรี,สุพรรณบุรี,Suphan Buri,แม่น้ำท่าจีน,ภาคกลาง,Central,W
THA009,เมืองสมุทรสาคร,13.5859888,100.2304896,ท่าจีน,เมืองสมุทรสาคร,สมุทรสาคร,Samut Sakhon,แม่น้ำท่าจีน,ภาคกลาง,Central,W
KRN001,เมืองกาญจนบุรี,14.0604544,99.4832384,แก่งเสี้ยน,เมืองกาญจนบุรี,กาญจนบุรี,Kanchanaburi,แม่น้ำแม่กลอง,ภาคกลาง,Central,W
THA011,บางปลา,13.9704512,100.1574656,บางปลา,บางเลน,นครปฐม,Nakhon Pathom,แม่น้ำท่าจีน,ภาคกลาง,Central,W
BKK018,คลองพระพิมล (ไทรน้อย),13.9739552,100.319008,ไทรน้อย,ไทรน้อย,นนทบุรี,Nonthaburi,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
PRN001,ปราณบุรี,12.3899128,99.9111872,วังก์พง,ปราณบุรี,ประจวบคีรีขันธ์,Prachuap Khiri Khan,ชายฝั่งทะเลประจวบคีรีขันธ์,ภาคกลาง,Central,W
PAS009,นครหลวง,14.4027088,100.5864064,บ่อโพง,นครหลวง,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,แม่น้ำป่าสัก,ภาคกลาง,Central,W
PAS008,ท่าเรือ,14.5601728,100.7198464,ท่าเรือ,ท่าเรือ,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,แม่น้ำป่าสัก,ภาคกลาง,Central,W
GLF003,บางตะบูน,13.2655632,99.9418624,บางตะบูนออก,บ้านแหลม,เพชรบุรี,Phetchaburi,แม่น้ำเพชรบุรี,ภาคกลาง,Central,W
LBI001,บางปะหัน,14.4272896,100.5560896,โพธิ์สามต้น,บางปะหัน,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
CPY016,คลองพระยาบรรลือ,14.1648096,100.3072256,สามเมือง,ลาดบัวหลวง,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
CPY017,เสนา,14.3197424,100.3795456,เจ้าเสด็จ,เสนา,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
CPY005,สรรพยา,15.1090144,100.2678464,โพนางดำออก,สรรพยา,ชัยนาท,Chainat,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
PRC003,นาดี,14.1335824,101.7276672,สะพานหิน,นาดี,ปราจีนบุรี,Prachinburi,แม่น้ำปราจีนบุรี,ภาคกลาง,Central,W
THA003,ด่านช้าง,14.8350544,99.6653824,ด่านช้าง,ด่านช้าง,สุพรรณบุรี,Suphan Buri,แม่น้ำท่าจีน,ภาคกลาง,Central,W
THA010,สองพี่น้อง,14.2161488,100.0501632,สองพี่น้อง,สองพี่น้อง,สุพรรณบุรี,Suphan Buri,แม่น้ำท่าจีน,ภาคกลาง,Central,W
THA004,สามชุก,14.7513952,100.0958784,สามชุก,สามชุก,สุพรรณบุรี,Suphan Buri,แม่น้ำท่าจีน,ภาคกลาง,Central,W
MKG006,พระรามสอง,13.3836432,99.9836032,แม่กลอง,เมืองสมุทรสงคราม,สมุทรสงคราม,Samut Songkhram,แม่น้ำแม่กลอง,ภาคกลาง,Central,W
RAJ003,สวนผึ้ง,13.5600912,99.3622272,สวนผึ้ง,สวนผึ้ง,ราชบุรี,Ratchaburi,แม่น้ำแม่กลอง,ภาคกลาง,Central,W
THA007,บางเลน,14.0163504,100.1797824,บางเลน,บางเลน,นครปฐม,Nakhon Pathom,แม่น้ำท่าจีน,ภาคกลาง,Central,W
THA008,สามพราน,13.7921232,100.1980864,หอมเกร็ด,สามพราน,นครปฐม,Nakhon Pathom,แม่น้ำท่าจีน,ภาคกลาง,Central,W
BKK017,คลองจระเข้ใหญ่ บางเสาธง (วัดศรีวารีน้อย),13.669448,100.8004416,ศีรษะจรเข้ใหญ่,บางเสาธง,สมุทรปราการ,Samut Prakan,แม่น้ำบางปะกง,ภาคกลาง,Central,W
BKK002,คลองเปรมประชากร หลักหก,13.9656848,100.602592,หลักหก,เมืองปทุมธานี,ปทุมธานี,Pathum Thani,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
BKK013,คลองระพีพัฒน์แยกใต้ หนองเสือ,14.2205504,100.89168,นพรัตน์,หนองเสือ,ปทุมธานี,Pathum Thani,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
CPY011,พระนครศรีอยุธยา,14.3691424,100.52864,ภูเขาทอง,พระนครศรีอยุธยา,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
CPY009,คลองบางหลวง,14.4158144,100.4407424,บางหลวงโดด,บางบาล,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
LBI002,เมืองลพบุรี,14.7604784,100.5996096,โพธิ์เก้าต้น,เมืองลพบุรี,ลพบุรี,Lopburi,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
NAN011,เมืองอุตรดิตถ์,17.6101104,100.0994112,ป่าเซ่า,เมืองอุตรดิตถ์,อุตรดิตถ์,Uttaradit,แม่น้ำน่าน,ภาคเหนือ,North,W
