code,name,lat,long,tambon,amphoe,province,provinceEng,basin,region,regionEng,station_type
TBW014,สะพานข้ามคลองเกรียงไกร,15.8432304,100.211488,บางเคียน,ชุมแสง,นครสวรรค์,Nakhon Sawan,แม่น้ำน่าน,ภาคเหนือ,North,W
TBW022,สะพานแม่ฟ้าหลวง,19.921912,99.81824,รอบเวียง,เมืองเชียงราย,เชียงราย,Chiang Rai,แม่น้ำกก,ภาคเหนือ,North,W
TBW024,สะพานอิงอุดม,20.1963648,100.4417664,ศรีดอนชัย,เชียงของ,เชียงราย,Chiang Rai,แม่น้ำโขง,ภาคเหนือ,North,W
TBR015,สวนเพชรล้านนา,18.8031248,99.583744,แม่สุก,แจ้ห่ม,ลำปาง,Lampang,แม่น้ำวัง,ภาคเหนือ,North,R
TBW032,ลำน้ำก่ำ,17.0307024,104.4147584,หนองบ่อ,นาแก,นครพนม,Nakhon Phanom,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,Northeast,W
TBW027,ลำน้ำอูน,17.3227328,103.9792384,สว่าง,พรรณานิคม,สกลนคร,Sakon Nakhon,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,Northeast,W
TBW019,อ่างเก็บน้ำห้วยดินทราย,14.2715936,102.9823104,หนองแวง,ละหานทราย,บุรีรัมย์,Buriram,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
TB0004,คลองแม่น้ำใน,14.3016736,100.9451904,หนองหมู,วิหารแดง,สระบุรี,Saraburi,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
TBW030,ลำน้ำพุง,16.996624,104.173632,เต่างอย,เต่างอย,สกลนคร,Sakon Nakhon,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,Northeast,W
TBW017,สะพานข้ามลำปะเทีย,14.6171088,102.900384,อีสานเขต,เฉลิมพระเกียรติ,บุรีรัมย์,Buriram,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,W
TBR021,ทต.บุ่งค้า,16.1670368,104.6412096,บุ่งค้า,เลิงนกทา,ยโสธร,Yasothon,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
TBR020,ทต.ห้องแซง,16.2680944,104.4059072,ห้องแซง,เลิงนกทา,ยโสธร,Yasothon,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
TBW018,อ่างเก็บน้ำคูขาด,14.5599056,102.9514432,ประทัดบุ,ประโคนชัย,บุรีรัมย์,Buriram,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,W
TBR019,อบต.ส้มผ่อ,16.1486416,104.3944,ส้มผ่อ,ไทยเจริญ,ยโสธร,Yasothon,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
TBR018,อบต.นาโส่,15.9830896,104.3113472,นาโส่,กุดชุม,ยโสธร,Yasothon,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
TBW026,ห้วยยัง,16.6035824,103.962272,ไค้นุ่น,ห้วยผึ้ง,กาฬสินธุ์,Kalasin,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,Northeast,W
TBR022,บ้านน้ำเย็น,10.5887728,99.0312064,หินแก้ว,ท่าแซะ,ชุมพร,Chumphon,ภาคใต้ฝั่งตะวันออก,ภาคใต้,South,R
TBR013,อบต.ท่าเสา,15.9900416,100.2215936,ท่าเสา,โพทะเล,พิจิตร,Phichit,แม่น้ำน่าน,ภาคเหนือ,North,R
TB0006,ทต.ทุ่งสะโตก,18.573888,98.86224,ทุ่งสะโตก,สันป่าตอง,เชียงใหม่,Chiang Mai,แม่น้ำปิง,ภาคเหนือ,North,W
TBW023,คลองแม่พุง,19.5665536,99.9842304,ป่าแงะ,ป่าแดด,เชียงราย,Chiang Rai,แม่น้ำโขง,ภาคเหนือ,North,W
TBR017,ที่ว่าการอำเภอเมืองยโสธร,15.7953936,104.14032,ในเมือง,เมืองยโสธร,ยโสธร,Yasothon,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,Northeast,R
TB0007,ที่ว่าการอำเภอแม่วาง,18.6126864,98.7752704,บ้านกาด,แม่วาง,เชียงใหม่,Chiang Mai,แม่น้ำปิง,ภาคเหนือ,North,R
TBW033,ลำเซบาย,16.1954416,104.5256896,สวาท,เลิงนกทา,ยโสธร,Yasothon,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,W
TBR016,บ้านใหม่สามัคคี,15.0972064,102.8668096,โคกล่าม,ลำปลายมาศ,บุรีรัมย์,Buriram,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
TRD002,ห้วยแร้ง,12.3692928,102.5433216,ห้วยแร้ง,เมืองตราด,ตราด,Trat,ชายฝั่งทะเลตะวันออก,ภาคกลาง,Central,W
TON006,อบต.ทัพราช,14.0458064,102.7459264,ทัพราช,ตาพระยา,สระแก้ว,Sa Kaeo,โตนเลสาป,ภาคกลาง,Central,R
TRD003,วังกระแจะ,12.26246,102.5268416,วังกระแจะ,เมืองตราด,ตราด,Trat,ชายฝั่งทะเลตะวันออก,ภาคกลาง,Central,W
TRD004,บางพระ,12.2381104,102.5097536,บางพระ,เมืองตราด,ตราด,Trat,ชายฝั่งทะเลตะวันออก,ภาคกลาง,Central,W
PRC004,ประจันตคาม (KGT7A),14.07088,101.518912,ประจันตคาม,ประจันตคาม,ปราจีนบุรี,Prachinburi,แม่น้ำปราจีนบุรี,ภาคกลาง,Central,W
CHN004,แก่งหางแมว,12.9868208,101.89968,แก่งหางแมว,แก่งหางแมว,จันทบุรี,Chanthaburi,ชายฝั่งทะเลตะวันออก,ภาคกลาง,Central,W
TON002,โป่งน้ำร้อน,13.0365288,102.3815616,หนองตาคง,โป่งน้ำร้อน,จันทบุรี,Chanthaburi,โตนเลสาป,ภาคกลาง,Central,W
CHN005,นายายอาม,12.72246,101.9560512,วังใหม่,นายายอาม,จันทบุรี,Chanthaburi,ชายฝั่งทะเลตะวันออก,ภาคกลาง,Central,W
TON001,ตาพระยา,14.0512576,102.885408,ทัพเสด็จ,ตาพระยา,สระแก้ว,Sa Kaeo,โตนเลสาป,ภาคกลาง,Central,W
TON003,อบต.สะตอน,13.142348,102.303712,สะตอน,สอยดาว,จันทบุรี,Chanthaburi,โตนเลสาป,ภาคกลาง,Central,R
TON004,อบต.ท่าเกวียน,13.687744,102.2851904,ท่าเกวียน,วัฒนานคร,สระแก้ว,Sa Kaeo,โตนเลสาป,ภาคกลาง,Central,R
RAY002,หนองบัว,12.8492032,101.301344,หนองบัว,บ้านค่าย,ระยอง,Rayong,ชายฝั่งทะเลตะวันออก,ภาคกลาง,Central,W
RAY003,ทับมา,12.7378952,101.2284416,ทับมา,เมืองระยอง,ระยอง,Rayong,ชายฝั่งทะเลตะวันออก,ภาคกลาง,Central,W
PRC005,ศรีมหาโพธิ (KGT6),13.9734176,101.5175296,บ้านทาม,ศรีมหาโพธิ,ปราจีนบุรี,Prachinburi,แม่น้ำปราจีนบุรี,ภาคกลาง,Central,W
RAY004,บ้านค่าย,12.7068328,101.3003904,ตาขัน,บ้านค่าย,ระยอง,Rayong,ชายฝั่งทะเลตะวันออก,ภาคกลาง,Central,W
HDA003,ปตร.กลางคลองข้าวเม่า (วัดกระสังข์),14.3573248,100.6056512,หันตรา,พระนครศรีอยุธยา,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
HDA004,คลองช่องสะเดา,14.3447248,100.6701056,อุทัย,อุทัย,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
HDA002,ปตร.กระมัง (ปากคลองข้าวเม่า),14.3550736,100.583584,หัวรอ,พระนครศรีอยุธยา,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
HDA001,ปตร.หันตรา,14.3745824,100.584384,บ้านเกาะ,พระนครศรีอยุธยา,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
HDA005,วัดขนอนใต้,14.28828,100.6112896,บ้านกรด,บางปะอิน,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
BKC006,ปตร. คลองบางน้ำผึ้ง,13.6766256,100.5820672,บางน้ำผึ้ง,พระประแดง,สมุทรปราการ,Samut Prakan,,ภาคกลาง,Central,W
BKC001,สวนศรีนครเขื่อนขันธ์,13.695576,100.5631232,บางกะเจ้า,พระประแดง,สมุทรปราการ,Samut Prakan,,ภาคกลาง,Central,W
BKC002,ปตร.วัดบางกระเจ้านอก,13.6896048,100.5548032,บางกะเจ้า,พระประแดง,สมุทรปราการ,Samut Prakan,,ภาคกลาง,Central,W
BKC004,ปตร. คลองลัดบางยอ 2,13.6610576,100.5672704,บางกระสอบ,พระประแดง,สมุทรปราการ,Samut Prakan,,ภาคกลาง,Central,W
BKC005,ปตร. คลองตาสด,13.6648352,100.5711936,บางกระสอบ,พระประแดง,สมุทรปราการ,Samut Prakan,,ภาคกลาง,Central,W
BKC007,ปตร. คลองแพ,13.6950016,100.582272,บางกอบัว,พระประแดง,สมุทรปราการ,Samut Prakan,,ภาคกลาง,Central,W
